"","name","iata_code","icao_code"
"4038","Aeropa",NA,"AAU"
"4039","Aeropacsa",NA,"RPC"
"4040","Aeropanamericano",NA,"PNM"
"4041","AEROPARADISE, S.A. DE C.V.",NA,"APS"
"4042","AEROPOLE OY",NA,"APM"
"4043","Aeropostal Cargo De Mexico",NA,"PCG"
"4044","Aeropro",NA,"APO"
"4045","Aerorutas Del Sur",NA,"AFC"
"4046","AEROS LTD (T/A AEROS FLIGHT TRAINING)",NA,"AOS"
"4047","Aerosan",NA,"OSN"
"4048","Aerosegovia",NA,"SGV"
"4049","AEROSERVICE",NA,"RSR"
"4050","Aeroservicios De Almeria",NA,"AEC"
"4051","AEROSERVICIOS AOV, S.A. DE C.V.",NA,"CDF"
"4052","Aeroservicios California Pacifico",NA,"PIF"
"4053","Aeroservicios Corporativos De San Luis",NA,"PSL"
"4054","Aeroservicios De La Costa",NA,"TAA"
"4055","Aeroservicios Fares",NA,"FEE"
"4056","Aeroservicios Gama",NA,"GMS"
"4057","Aeroservicios Jet",NA,"RJS"
"4058","Aeroservicios De San Luis",NA,"SUO"
"4059","AEROSERVICIOS DE TLALTENANGO, S.A. DE C.V.",NA,"TEG"
"4060","AEROSPEED FORMATION ET MAINTENANCE",NA,"AFM"
"4061","Aerosud Aviation",NA,"SYT"
"4062","AEROSUR, COMPANIA BOLIVIANA DE TRANSPORTE AEREO PRIVADO S.A.",NA,"RSU"
"4063","AEROTAXI ATLANTICO, S.A. DE C.V.",NA,"TLN"
"4064","Aerotaxi Del Cabo",NA,"CBO"
"4065","Aerotaxi Del Caribe",NA,"DCA"
"4066","AEROTAXI CASANARE LTDA.",NA,"ATK"
"4067","Aerotaxi DVZ",NA,"DVZ"
"4068","Aerotaxi Grupo Tampico",NA,"GTP"
"4069","Aerotaxi Los Valles",NA,"VAD"
"4070","Aerotaxi Mexicano",NA,"MXO"
"4071","Aerotaxi Del Valle",NA,"AOX"
"4072","Aerotaxis De Aguascalientes",NA,"GUA"
"4073","Aerotaxis Alfe",NA,"TXF"
"4074","Aerotaxis De La Bahia",NA,"BHC"
"4075","Aerotaxis Guamuchil",NA,"GMM"
"4076","Aerotaxis Del Mediterraneo",NA,"RYJ"
"4077","Aerotaxis Del Noroeste",NA,"TXD"
"4078","Aerotaxis Paba",NA,"PBC"
"4079","Aerotaxis Pegaso",NA,"PSO"
"4080","Aerotecnica",NA,"DUG"
"4081","Compania Aerotecnicas Fotograficas",NA,"ATF"
"4082","Aerotex",NA,"OTX"
"4083","Aerotours Dominicana",NA,"ATD"
"4084","Aerotours La Vina",NA,"RVG"
"4085","Aerotranscargo",NA,"TGS"
"4086","AEROTRANSCOLOMBIANA DE CARGA LTDA.",NA,"TCO"
"4087","Aerotransportacion De Norteamerica",NA,"AMM"
"4088","AEROTRANSPORTACION DE NORTEAMERICA, S.A. DE C.V.",NA,"ANM"
"4089","Aerotransporte Convalles",NA,"LLE"
"4090","Aerotransporte Peruanos Internacionales",NA,"APS"
"4091","Aerotransporte Petrolero",NA,"PET"
"4092","Aerotransportes Huitzilin",NA,"HUT"
"4093","Aerotransportes Privados",NA,"PVA"
"4094","Aerotransportes Rafilher",NA,"RFD"
"4095","Aerotransportes Zodiac",NA,"ETZ"
"4096","Aerotresalia",NA,"OTS"
"4097","Aerotropical",NA,"TOC"
"4098","Aerovaradero",NA,"AVY"
"4099","Aerovega",NA,"VEG"
"4100","Aerovena",NA,"VNS"
"4101","Aeroventas",NA,"AEV"
"4102","Aeroventas De Mexico",NA,"VMX"
"4103","Aerovento",NA,"OTO"
"4104","Aerovias Castillo",NA,"CLL"
"4105","Aerovias Del Golfo",NA,"GFO"
"4106","Aerovilla",NA,"VVG"
"4107","Aerovista",NA,"VTZ"
"4108","Aerowin",NA,"OWI"
"4109","Aeroxtra",NA,"RXT"
"4110","Aerro Direkt",NA,"DIR"
"4111","AF-Air International",NA,"FAN"
"4112","Air Afghanistan International",NA,"AFH"
"4113","AFIT GMBH, PULLACH",NA,"KIE"
"4114","Africa Chartered Services",NA,"AFY"
"4115","Africa Freight Services",NA,"AFZ"
"4116","Air Africa International",NA,"GEM"
"4117","Africa Air Links",NA,"AFK"
"4118","Africair Service",NA,"FFB"
"4119","African Airlines International",NA,"AIK"
"4120","AFRICAN INTERNATIONAL AIRWAYS (PTY) LTD",NA,"AIN"
"4121","AFRICAN SAFARI AIRWAYS LTD.",NA,"QSC"
"4122","AFRICAN TRANSPORT TRADING AND INVESTMENT CO. (ATTICO)",NA,"ETC"
"4123","AFRICAONE",NA,"AFI"
"4124","AFRIJET AIRLINES",NA,"FRJ"
"4125","Afrik Airways",NA,"CIW"
"4126","AFRIKA AVIATION HANDLERS LIMITED",NA,"FRK"
"4127","Afrique Chart'Air",NA,"FRQ"
"4128","Afro International Ent.",NA,"AOR"
"4129","Agricolair",NA,"AGD"
"4130","AGROAR - TRABALHOS AEREOS LDA.",NA,"GRR"
"4131","Agrocentr-Avia",NA,"GSV"
"4132","Agrolet-Mci",NA,"AGZ"
"4133","Aim Air",NA,"AAM"
"4134","Air Company",NA,"CPY"
"4135","Air26",NA,"DCD"
"4136","Airbiz Aviation Services Worldwide",NA,"BZR"
"4137","Airclub Aviator",NA,"RCV"
"4138","Aircompany Helios",NA,"HEO"
"4139","AIRCOMPANY MOALEM AVIATION",NA,"AMA"
"4140","Aircraft Systems South Africa",NA,"ATH"
"4141","Aircrew Check And Training Australia",NA,"AIY"
"4142","Aircruising Australia",NA,"AIX"
"4143","Airdeal",NA,"ADU"
"4144","Aire Aviation",NA,"ION"
"4145","Airecon",NA,"WLI"
"4146","Airfix Aviation",NA,"FIX"
"4147","Airflite",NA,"RDX"
"4148","Airhub Airlines",NA,"GJM"
"4149","Airlift International",NA,"AIR"
"4150","Airman",NA,"AYM"
"4151","AIRONE VENTURES LTD",NA,"RDJ"
"4152","AIRPULL AVIATION",NA,"IPL"
"4153","AIRQUARIUS AVIATION",NA,"AQU"
"4154","AIRSHARES ELITE (ATLANTA, GA)",NA,"SHZ"
"4155","Airspeed Charter",NA,"ACC"
"4156","Airstar",NA,"OLV"
"4157","Airwave Transport",NA,"AWV"
"4158","Airwaver Airlink",NA,"WLA"
"4159","Airway Express",NA,"AEX"
"4160","AIRWAYS INTERNATIONAL LIMITED",NA,"ARW"
"4161","Airways Services & Support",NA,"AYV"
"4162","AIRWAYS",NA,"WAY"
"4163","Airwings",NA,"WGS"
"4164","AIRWORKS KENYA LIMITED",NA,"AKS"
"4165","Airworld",NA,"SPZ"
"4166","AKHAL",NA,"AKH"
"4167","Akhmos-1",NA,"AKS"
"4168","Akku Air",NA,"KKU"
"4169","Aktjubavia",NA,"AKB"
"4170","Al Ahram Aviation",NA,"LHR"
"4171","Al-Dawood Air",NA,"LIE"
"4172","Al-Donas Airlines",NA,"LDN"
"4173","Al Rida Airways",NA,"LRW"
"4174","Alamia Air",NA,"LML"
"4175","Air Alanna",NA,"ALX"
"4176","Alaska Island Air",NA,"AAK"
"4177","Alatau Airlines",NA,"BMV"
"4178","ALBARKA AIR PLC",NA,"NBK"
"4179","Aero Albatros",NA,"ABM"
"4180","Aero Albatros",NA,"ALB"
"4181","AIR ALBATROS",NA,"WBA"
"4182","Alberta Government",NA,"GOA"
"4183","Albertsons",NA,"IDD"
"4184","Albisa",NA,"LBI"
"4185","AIR ALBORAN S.L.",NA,"AHB"
"4186","Alcon Servicios Aereos",NA,"AOA"
"4187","Alfa Aerospace",NA,"LFP"
"4188","Alfa KR",NA,"AKD"
"4189","Alhodhod Airline",NA,"HOD"
"4190","Alieurope",NA,"TOO"
"4191","ALLEGIANCE AIR (PTY) LTD",NA,"ANJ"
"4192","ALLIANCE",NA,"AFJ"
"4193","Alliance Avia",NA,"KVR"
"4194","ALLIBO AIR CARGO",NA,"LBO"
"4195","Allied Command Europe (Mobile Force)",NA,"ALF"
"4196","Allpoints Jet",NA,"ALP"
"4197","Almajara Aviation",NA,"MJA"
"4198","Almaty Aviation","6T*","LMT"
"4199","Almron Aviation",NA,"HPO"
"4200","Alok Air",NA,"LOK"
"4201","Alpha Aviation",NA,"APH"
"4202","Alpha Air",NA,"ELZ"
"4203","ALPHA JET INTERNATIONAL (SHEFFIELD, AL)",NA,"AJW"
"4204","ALPINE AIR PRIVATE LIMITED",NA,"AYL"
"4205","Alquiladora De Casas",NA,"AQC"
"4206","Alsace Air Service - Alsair,",NA,"LSR"
"4207","Alsaqer Aviation",NA,"SQR"
"4208","Altair Aviation",NA,"ALQ"
"4209","Altair Jets",NA,"MAP"
"4210","Altenrhein Luftfahrt GmbH Dba People's","PE",NA
"4211","Amako Airlines",NA,"OBK"
"4212","Amal Airlines",NA,"MLF"
"4213","Amazon Sky",NA,"AMT"
"4214","Ambjek Air Services",NA,"JEE"
"4215","Ambulance Air Africa",NA,"MCY"
"4216","Air Amder",NA,"RMD"
"4217","Ameravia",NA,"VAM"
"4218","America Do Sul Linhas Aereas",NA,"SUL"
"4219","American Aviation",NA,"LKP"
"4220","Air American / Total Air",NA,"AMR"
"4221","Amira Air",NA,"AXA"
"4222","AMP Incorporated",NA,"MMP"
"4223","AMR Services Corp",NA,"XAM"
"4224","AMS Airlines",NA,"GEO"
"4225","ANDALUS",NA,"ANU"
"4226","Air Andaman",NA,"AOW"
"4227","Andromeda Taxi Aereo",NA,"AOM"
"4228","Angel Martinez Ridao (SAETA)",NA,"AMO"
"4229","ANGELIC AIR",NA,"JLC"
"4230","ANGKOR AIRWAYS",NA,"AKW"
"4231","Angoavia",NA,"NGV"
"4232","Air-Angol Sociedad Aeronautica",NA,"NGO"
"4233","Angoservice, Lda.",NA,"NGC"
"4234","ANGUILLA AIR SERVICES LTD",NA,"AXL"
"4235","Anhui Sky-Aviation International Flight Academy",NA,"WED"
"4236","Anka Aviation Cargo",NA,"NKA"
"4237","Anoka Air Charter",NA,"RZZ"
"4238","Antares Airtransport, Maintenance & Service",NA,"ANM"
"4239","ANTINEA AIRLINES",NA,"DJA"
"4240","AOSAC - Airline Operations Support And Aviation Consultant",NA,"ACG"
"4241","APA - Aeropublicitaria De Angola",NA,"MOP"
"4242","Aperture Aviation",NA,"FSP"
"4243","Apex Airlines","SO",NA
"4244","APSARA INTERNATIONAL AIR",NA,"AQQ"
"4245","Aqualata Air (Aqua Air)",NA,"AQB"
"4246","Aquila Air",NA,"CNH"
"4247","Arab Air Cargo",NA,"AWF"
"4248","Air Arabia For Air Transport",NA,"ALL"
"4249","Araiavia",NA,"KOY"
"4250","Aram Airline",NA,"IRW"
"4251","ARCTIC CIRCLE AIR SERVICE, INC. (FAIRBANKS, AK)",NA,"CIR"
"4252","Aria",NA,"ARW"
"4253","Aria Tour",NA,"IRX"
"4254","Arkhabay",NA,"KEK"
"4255","The Army Aviation Heritage Foundation",NA,"LEG"
"4256","Aroostook Aviation",NA,"PXX"
"4257","Arrendadora Y Transortadora Aerea",NA,"END"
"4258","Arrendaminetos Y Transportes Turisticos",NA,"ADT"
"4259","Arrow Aviation",NA,"ARO"
"4260","Art Avia",NA,"ATI"
"4261","Artac",NA,"AVS"
"4262","ARUBA AIRLINES",NA,"ARU"
"4263","Arvand Airlines",NA,"IRD"
"4264","ARYAN CARGO EXPRESS",NA,"ACQ"
"4265","As, Opened",NA,"AOO"
"4266","ASA Pesada",NA,"API"
"4267","Asia Continental Avialines",NA,"RRK"
"4268","Asia Continental Airlines",NA,"CID"
"4269","Asia Pacific Airlines",NA,"MLP"
"4270","AERO ASIA",NA,"RSO"
"4271","Asia Aero Survey And Consulting Engineers",NA,"KAA"
"4272","ASIAN AEROSPACE SERVICE LTD",NA,"SPY"
"4273","ASIAN EXPRESS",NA,"TXP"
"4274","Askaria Air Pakistan",NA,"AKP"
"4275","ASL AIRLINES UK",NA,"ABV"
"4276","Aspan Airlines",NA,"GLK"
"4277","Aspen Executive Air",NA,"AXJ"
"4278","Associated Aviation",NA,"SCD"
"4279","Association Of Private Pilots Of Kazakhstan",NA,"PVK"
"4280","Astoria",NA,"AOI"
"4281","Aero Astra",NA,"OSA"
"4282","Atair",NA,"AOF"
"4283","Atal Milano",NA,"IOI"
"4284","ATC Alliance Avia Group",NA,"NZP"
"4285","ATC",NA,"ARY"
"4286","Atesa Aerotaxis Ecuatorianos",NA,"TXU"
"4287","AIR ATLANTA EUROPE",NA,"AAE"
"4288","Atlantair",NA,"ATB"
"4289","Atlantic Airfreight Aviation",NA,"LFR"
"4290","Atlantic Aero And Mid-Atlantic Freight",NA,"MDC"
"4291","Air Atlantic",NA,"ANI"
"4292","Atlantic Express Airlines",NA,"JLM"
"4293","Atlantic Airlines",NA,"GBN"
"4294","ATLANTIC AIRLINES DE HONDURAS, S. DE R.L.",NA,"HHA"
"4295","Atlantic Island Airways",NA,"AIW"
"4296","AIR ATLANTIC URUGUAY S.A.",NA,"AUM"
"4297","Atlantigo Linhas Aereas",NA,"TLN"
"4298","Atlantsflug",NA,"AFN"
"4299","Atlas Airlines",NA,"ATR"
"4300","Atlas Aviation Group",NA,"IRH"
"4301","Atlas Jet",NA,"CGI"
"4302","Atlas Khomein Kish Air Taxi Service",NA,"ATS"
"4303","Atom Airways",NA,"ROA"
"4304","Air Atonabee",NA,"OUL"
"4305","ATRAK AIRLINES",NA,"ATR"
"4306","ATS",NA,"TCS"
"4307","AUSTIN EXPRESS, INC. (AUSTIN, TX)",NA,"TXX"
"4308","AUSTRALIAN CUSTOMS SERVICE - BORDER PROTECTION",NA,"CUS"
"4309","Australian Customs Service - Coastwatch",NA,"CWP"
"4310","AUSTRALIAN FEDERAL POLICE",NA,"FPL"
"4311","Austro Aereo",NA,"UST"
"4312","Automotriz Baja Notre",NA,"AJN"
"4313","Av Atlantic",NA,"KYC"
"4314","AV8 HELICOPTERS LTD",NA,"AVH"
"4315","AV8JET CHARTER",NA,"AJO"
"4316","AVAG AIR GMBH FUR LUFTFAHRT",NA,"MBA"
"4317","Avalair",NA,"VAI"
"4318","AVANTAIR, INC. (CLEARWATER, FL)",NA,"VNR"
"4319","AVB-2004",NA,"VBC"
"4320","AVB-2010",NA,"VBV"
"4321","Avbase Aviation",NA,"VBS"
"4322","AVE",NA,"VZA"
"4323","Avex International",NA,"AIV"
"4324","Avia Business Group",NA,"AUP"
"4325","Avia Group Nord",NA,"NRD"
"4326","Avia-Pusk",NA,"GFR"
"4327","Avia Sud Aerotaxi",NA,"AVU"
"4328","Avia Trans Air Transport",NA,"VTT"
"4329","Avia-Urartu",NA,"URT"
"4330","Aviacao Transportes Aereos E Cargas",NA,"VTG"
"4331","Aviacion Colombiana",NA,"VCO"
"4332","AVIACION CORPORATIVA DE PUEBLA, S.A. DE C.V.",NA,"AVP"
"4333","Aviacion Ejecutiva Del Noroeste",NA,"NST"
"4334","Aviacion Vap",NA,"VAQ"
"4335","AviaExpress",NA,"VXX"
"4336","Aviage",NA,"VGG"
"4337","Aviaiton Legacy",NA,"LAG"
"4338","Aviakomi",NA,"LMB"
"4339","Aviakompaniya Azimut, AO","A4",NA
"4340","AVIAN LINEAS AEREAS S.A. - AVIANCA ARGENTINA",NA,"ANC"
"4341","Aviaprom Enterprises",NA,"XAV"
"4342","Aviation Aces",NA,"ACE"
"4343","AVIATION AT WORK PTY LTD",NA,"AVO"
"4344","Aviation Consultants",NA,"CVD"
"4345","AVIATION DEVELOPMENT COMPANY NIGERIA LIMITED",NA,"ADK"
"4346","Aviation Leader General Aviation",NA,"LHG"
"4347","Aviation Machine Works - Centrafrique (AMW-Centrafrique)",NA,"MCW"
"4348","Aviation Matters",NA,"PFL"
"4349","Aviation North",NA,"WLV"
"4350","Aviation Quebec Labrador",NA,"QLA"
"4351","Aviation Specialties Unlimited",NA,"MZN"
"4352","Aviatrack",NA,"KAK"
"4353","AVIATSIYA STATE AVIATION EMERGENCY RESCUE AGENCY",NA,"BRA"
"4354","Aviaxess",NA,"AXV"
"4355","Aviazur",NA,"VZR"
"4356","Avic Joy General Aviation",NA,"HAJ"
"4357","AVIENT AVIATION",NA,"SMJ"
"4358","Avient Air Zambia",NA,"VNT"
"4359","Avinor",NA,"HQO"
"4360","AVIO SLUZBA",NA,"SLU"
"4361","Avio Sluzba",NA,"SLU"
"4362","Aviones Para Serviale",NA,"PSQ"
"4363","Aviones De Renta De Quintana Roo",NA,"AQT"
"4364","Aviones De Sonora",NA,"ADS"
"4365","Aviones Y Helicopteros Ejecutivos",NA,"AHJ"
"4366","Aviootriad Varna",NA,"AVC"
"4367","Avioriprese Jet Executive",NA,"VJG"
"4368","AVIREX - GABON",NA,"VXG"
"4369","Aviser",NA,"AVH"
"4370","Avita-Servicos Aereos",NA,"ITF"
"4371","Avstar Aviation",NA,"VSA"
"4372","AWA AIRWAYS",NA,"AWW"
"4373","Awan Airlines",NA,"AWR"
"4374","Awood Air",NA,"AWO"
"4375","Azamat",NA,"AZB"
"4376","Azimut",NA,"AZT"
"4377","AZIMUT, LLC",NA,"MUT"
"4378","Azza Transport",NA,"AZZ"
"4379","B&H AIRLINES",NA,"BON"
"4380","BAA Aviation",NA,"CCI"
"4381","Baby Jet Airlines",NA,"FBJ"
"4382","BAe Systems Marine",NA,"VSB"
"4383","BAHRAIN AIR",NA,"BAB"
"4384","Bahrain Defence Force",NA,"BFW"
"4385","Baja Air",NA,"BJA"
"4386","Baja Fly",NA,"BJF"
"4387","Bakhtar Star Airlines",NA,"FYT"
"4388","Bakoji Airlines Services",NA,"OGJ"
"4389","Balear Express",NA,"BEF"
"4390","BALEARES LINK EXPRESS S.L.",NA,"HOA"
"4391","Balkan Agro Aviation",NA,"BAA"
"4392","Balkh Airlines",NA,"BHI"
"4393","Baltic Express Line",NA,"LTB"
"4394","Baltic Jet Aircompany",NA,"BJC"
"4395","Baltic Jet Cargo",NA,"BAQ"
"4396","Baltijas Meridians",NA,"BMF"
"4397","Baltimore Air Transport.",NA,"BWE"
"4398","Air Ban",NA,"LZP"
"4399","Banco De Mexico",NA,"BMX"
"4400","Bancstar",NA,"BNS"
"4401","Air Bandama",NA,"BDM"
"4402","BAR HARBOR AIRLINES (BANGOR, ME)",NA,"AJC"
"4403","Barken International",NA,"BKJ"
"4404","Barkston Heath FTU",NA,"BKH"
"4405","Barrick",NA,"BRI"
"4406","Bars",NA,"KON"
"4407","Bass Airways",NA,"BWS"
"4408","BB AIRWAYS PVT. LIMITED",NA,"BBW"
"4409","Beibars",NA,"BBS"
"4410","Beijing Mayboune General Aviation",NA,"LLJ"
"4411","Beijing Mykylin General Aviation",NA,"MYK"
"4412","Beijing Orenda Tribe General Aviation",NA,"OLD"
"4413","Belgorod Aviation Enterprise",NA,"BED"
"4414","BELL-VIEW AIRLINES LIMITED",NA,"BLV"
"4415","Benane Aviation",NA,"BNV"
"4416","Benders Air",NA,"PEB"
"4417","BERIEV AIRCRAFT COMPANY",NA,"GBM"
"4418","Berkhut ZK",NA,"BPK"
"4419","Air Berlin Aviation",NA,"TCN"
"4420","BETA - BRAZILIAN EXPRESS TRANSPORTES AEREOS LTDA",NA,"BET"
"4421","BF-Lento",NA,"BKF"
"4422","Aero BG",NA,"BGG"
"4423","BG Helicopters",NA,"BGX"
"4424","Bhoja Airlines",NA,"BHO"
"4425","BIG SKY AIRLINES (BILLINGS, MT)",NA,"BSY"
"4426","Big White Bear Jet",NA,"DBX"
"4427","BINGO AIRWAYS SP. Z.O.O.",NA,"BGY"
"4428","BIRD IN A BIPLANE LTD",NA,"MIS"
"4429","Bird Information Systems","1Z",NA
"4430","Bird Leasing",NA,"BIR"
"4431","Air Bissau International",NA,"BSA"
"4432","Biz Jet Charter",NA,"VLX"
"4433","Bizjet De Mexico",NA,"BIZ"
"4434","Blue Chip Jet",NA,"VOL"
"4435","Blue Horizon Travel Club",NA,"BLH"
"4436","Blue Air Lines",NA,"BBJ"
"4437","Blue Sky Airways",NA,"BSW"
"4438","BLUE SKY AVIATION CO., LTD",NA,"BCA"
"4439","Blue Star Airlines",NA,"BSD"
"4440","BLUE TEAM FLIGHT SCHOOL",NA,"BTM"
"4441","Boeing Tactical",NA,"FRE"
"4442","Boise Interagency Fire Center",NA,"BIN"
"4443","Bolidor",NA,"BOR"
"4444","Bond Aviation",NA,"EBA"
"4445","Bond Air Services",NA,"BOD"
"4446","Bonyad Airlines",NA,"IRJ"
"4447","Boscombe Down DERA",NA,"BDN"
"4448","Boscombe Down DERA (Formation)",NA,"RRS"
"4449","BOSTON-MAINE AIRWAYS (PORTSMOUTH, NH)",NA,"CXS"
"4450","Bowman Aviation",NA,"BMN"
"4451","BRADLEY AIR SERVICES LIMITED D/B/A CANADIAN NORTH",NA,"AKT"
"4452","Branson Airlines",NA,"BRN"
"4453","Brasair Transportes Aereos",NA,"BSI"
"4454","AIR BRASIL LINHAS AEREAS LTDA",NA,"BSL"
"4455","Air Bravo",NA,"BRF"
"4456","Brazilian Army Aviation",NA,"EXB"
"4457","Breeze Aviation",NA,"BRC"
"4458","Breeze Ltd.",NA,"BRE"
"4459","Bright Air",NA,"BHT"
"4460","Brilliant Jet",NA,"TXJ"
"4461","Brisith Gulf International",NA,"BGI"
"4462","British Aerospace Flying College",NA,"AYR"
"4463","British Airways (BA)",NA,"BAT"
"4464","British Airways SANTA",NA,"XMS"
"4465","British Charter",NA,"BCR"
"4466","British Gulf International Airlines",NA,"BGK"
"4467","British Medical Charter",NA,"BMD"
"4468","BRITISH MIDLAND REGIONAL LTD",NA,"BMR"
"4469","British Sky Broadcasting Ltd.",NA,"SKH"
"4470","Brock Air Services",NA,"BRD"
"4471","Buckley Air",NA,"BUK"
"4472","Air Budapest Club",NA,"BUD"
"4473","Buffalo Airways",NA,"BVA"
"4474","Bulgarian Eagle",NA,"BEG"
"4475","Bundled Aerial Mapping Assets",NA,"BMP"
"4476","BURKINA AIRLINES",NA,"BFR"
"4477","Burundaiavia",NA,"IVR"
"4478","Business Air",NA,"BHU"
"4479","Air Business, S.L.",NA,"BSS"
"4480","Business-Express - Magna Air",NA,"BEX"
"4481","Business Flight Sweden",NA,"BFS"
"4482","Business Jet Solutions",NA,"BJS"
"4483","Butane Buzzard Aviation",NA,"BZZ"
"4484","Butlers Aviation",NA,"BUT"
"4485","Bylina",NA,"BYL"
"4486","C And M Aviation",NA,"TIP"
"4487","S.A.C. Industries",NA,"SOK"
"4488","C & M Airways",NA,"RWG"
"4489","C.S.P., Societe",NA,"RMU"
"4490","C.A.T.E.X. Compagnie Aerien De Transports Executives",NA,"TEX"
"4491","CAA Directorate Of Airspace Policy (IFP)",NA,"AWX"
"4492","CAA Flight Examiners",NA,"EXM"
"4493","CAA Flying Unit",NA,"CFU"
"4494","CAA Training Standards",NA,"SDS"
"4495","CABOLAR (PTY) LTD T/A SKYWISE",NA,"SWZ"
"4496","CAICOS EXPRESS AIRWAYS",NA,"CXE"
"4497","Cal Gulf Aviation",NA,"CGC"
"4498","Cal-West Aviation",NA,"REZ"
"4499","California Air Shuttle",NA,"CSL"
"4500","Cam Air Management",NA,"CMR"
"4501","CAMBODIA AIRLINES",NA,"CCL"
"4502","Canada Jet Charters",NA,"PIL"
"4503","Canadian Eagle Aviation",NA,"HIA"
"4504","Canadian Interagency Forest Fire Centre",NA,"TKR"
"4505","Canadian Warplane Heritage Museum",NA,"CWH"
"4506","Canair",NA,"CWW"
"4507","Air Cannes Mediterranee",NA,"RCM"
"4508","Cape Central Airways",NA,"SEM"
"4509","Capital Airlines",NA,"NCP"
"4510","Capital Air Service",NA,"CPX"
"4511","Capitol Wings Airline",NA,"CWZ"
"4512","Caravan Air",NA,"VAN"
"4513","Cardinauair Virginia",NA,"FVA"
"4514","Air Care Alliance",NA,"CMF"
"4515","CARGO B AIRLINES N.V./S.A.",NA,"CBB"
"4516","Air Cargo Belize",NA,"CGB"
"4517","Cargo Express",NA,"MCX"
"4518","Air Cargo Express",NA,"TDG"
"4519","Cargo Link (Caribbean)",NA,"CLM"
"4520","Air Cargo Masters",NA,"RNR"
"4521","Air Cargo Transportation System",NA,"ACU"
"4522","CARGOLAAR CC",NA,"GOL"
"4523","Cargosur",NA,"OWS"
"4524","Caribbean Airways",NA,"IQQ"
"4525","Caribbean Air Cargo",NA,"DCC"
"4526","Caribbean Express",NA,"TLC"
"4527","Caribbean Flights",NA,"CIF"
"4528","Caribbean Air Tours & Services Charters",NA,"CRB"
"4529","Caribbean Winds Airways",NA,"WND"
"4530","Caribexpress",NA,"BCB"
"4531","Caribintair",NA,"CRT"
"4532","CARICOM AIRWAYS (BARBADOS) INC.",NA,"CCB"
"4533","Airlines Of Carriacou",NA,"COU"
"4534","Air Carriers",NA,"FCI"
"4535","Carry Air",NA,"EEC"
"4536","Casement Aviation",NA,"CMT"
"4537","Casino Airlines",NA,"CSO"
"4538","Casper Air Service",NA,"CSP"
"4539","Air Cassai Lda.",NA,"RCI"
"4540","Caucasus Airways",NA,"GEA"
"4541","CAYMAN AIRWAYS LTD.",NA,"CAY"
"4542","CDI Cargo Airlines",NA,"CDI"
"4543","Centennial Airlines",NA,"CNL"
"4544","Centeravia",NA,"CVI"
"4545","Centrafrican Airlines",NA,"CET"
"4546","Centrafrique Air Express",NA,"CAE"
"4547","Central Airways",NA,"CEW"
"4548","Central Airways",NA,"CNY"
"4549","Central American Airlines",NA,"ACN"
"4550","CENTRAL AMERICAN AIRWAYS",NA,"CRW"
"4551","Central Aviation",NA,"YOG"
"4552","CENTRAL AIR TRANSPORT SERVICES",NA,"CEN"
"4553","Centre Of Applied Geodynamica",NA,"CGS"
"4554","Centre D'essais En Vol",NA,"CEV"
"4555","Centre Airlines",NA,"DTV"
"4556","Centre Pankh Kazakhstan",NA,"MRB"
"4557","Centro De Formacion Aeronautica De Canarias",NA,"ACF"
"4558","Centro De Helicopteros Corporativos",NA,"CCV"
"4559","Centro De Servicio Aeronautico",NA,"JLH"
"4560","CFA Air Charters",NA,"CFX"
"4561","Chabahar Airline",NA,"IRU"
"4562","Challenge International Airlines",NA,"OFF"
"4563","CHANCHANGI AIRLINES (NIGERIA) LIMITED",NA,"NCH"
"4564","Chaparral Airlines",NA,"CPL"
"4565","Chari Aviation Services",NA,"CSU"
"4566","Charlie Hammonds Flying Service",NA,"HMD"
"4567","Charter Air",NA,"CHW"
"4568","Aero Charter Los Cabos",NA,"RCR"
"4569","AIR CHARTER PROFESSIONALS, INC. (OPA LOCKA, FL)",NA,"CHV"
"4570","CHARTER AIR TRANSPORTATION SERVICES INC. D/B/A CATS",NA,"SKT"
"4571","Charters Ejecutivos",NA,"CTS"
"4572","Charters (South African Non Schedules Airways",NA,"SCS"
"4573","CHC Denmark APS",NA,"HBI"
"4574","CHC Helicopters Nigeria",NA,"ATQ"
"4575","Cherlines",NA,"CHZ"
"4576","Cherry Air",NA,"CCY"
"4577","Chesapeake Air Service",NA,"CAB"
"4578","Cheyenne Airways",NA,"CYA"
"4579","Chicago Air",NA,"CGO"
"4580","Chief Of Staff, USAF",NA,"AIO"
"4581","China Civil Aviation Flight University",NA,"FTU"
"4582","China General Aviation Corp. - CGAC",NA,"CTH"
"4583","China Ocean Helicopter Corp. - COHC",NA,"CHC"
"4584","China Southern Airlines Cargo",NA,"CSG"
"4585","China Southern Airline General Aviation",NA,"SAG"
"4586","CHINA SOUTHERN AIRLINES HENAN CO. LTD",NA,"CYH"
"4587","China Travel Tours Transportation Services Hong Kong Ltd. (CTTTS)","NN",NA
"4588","Chinguetti Airlines",NA,"CGU"
"4589","Chipola Aviation",NA,"CEP"
"4590","CHONGQING FOREBASE GENERAL AVIATION CO., LTD",NA,"CFB"
"4591","Christman Air System",NA,"CAS"
"4592","Chrome Air Service",NA,"CHO"
"4593","Church Aircraft",NA,"CHU"
"4594","Church Fenton FTU",NA,"CFN"
"4595","CI-Tours",NA,"VCI"
